../../../../outputs/TRAI_ICU/data/images/1140.png,743,265,943,465,probe
../../../../outputs/TRAI_ICU/data/images/2752.png,659,616,859,816,carina
../../../../outputs/TRAI_ICU/data/images/2752.png,663,354,863,554,probe
../../../../outputs/TRAI_ICU/data/images/2149.png,779,773,979,973,carina
../../../../outputs/TRAI_ICU/data/images/2149.png,783,445,983,645,probe
../../../../outputs/TRAI_ICU/data/images/3161.png,917,581,1117,781,carina
../../../../outputs/TRAI_ICU/data/images/3161.png,883,455,1083,655,probe
../../../../outputs/TRAI_ICU/data/images/1094.png,785,251,985,451,probe
../../../../outputs/TRAI_ICU/data/images/3255.png,845,744,1045,944,carina
../../../../outputs/TRAI_ICU/data/images/3255.png,793,590,993,790,probe
../../../../outputs/TRAI_ICU/data/images/1218.png,735,392,935,592,probe
../../../../outputs/TRAI_ICU/data/images/2306.png,1109,676,1309,876,carina
../../../../outputs/TRAI_ICU/data/images/2306.png,1125,414,1325,614,probe
../../../../outputs/TRAI_ICU/data/images/2895.png,805,644,1005,844,carina
../../../../outputs/TRAI_ICU/data/images/2895.png,747,622,947,822,probe
../../../../outputs/TRAI_ICU/data/images/2820.png,761,699,961,899,carina
../../../../outputs/TRAI_ICU/data/images/2820.png,789,413,989,613,probe
../../../../outputs/TRAI_ICU/data/images/2033.png,787,461,987,661,probe
../../../../outputs/TRAI_ICU/data/images/2481.png,676,483,876,683,carina
../../../../outputs/TRAI_ICU/data/images/2481.png,652,163,852,363,probe
../../../../outputs/TRAI_ICU/data/images/2723.png,677,524,877,724,carina
../../../../outputs/TRAI_ICU/data/images/2723.png,727,224,927,424,probe
../../../../outputs/TRAI_ICU/data/images/3142.png,675,661,875,861,carina
../../../../outputs/TRAI_ICU/data/images/3142.png,703,451,903,651,probe
../../../../outputs/TRAI_ICU/data/images/2777.png,1035,600,1235,800,carina
../../../../outputs/TRAI_ICU/data/images/2777.png,1053,294,1253,494,probe
../../../../outputs/TRAI_ICU/data/images/1340.png,736,165,936,365,probe
../../../../outputs/TRAI_ICU/data/images/2368.png,789,496,989,696,carina
../../../../outputs/TRAI_ICU/data/images/2368.png,761,216,961,416,probe
../../../../outputs/TRAI_ICU/data/images/114.png,735,590,935,790,carina
../../../../outputs/TRAI_ICU/data/images/114.png,774,431,974,631,probe
../../../../outputs/TRAI_ICU/data/images/2855.png,709,616,909,816,carina
../../../../outputs/TRAI_ICU/data/images/2855.png,729,422,929,622,probe
../../../../outputs/TRAI_ICU/data/images/1257.png,835,-35,1035,165,probe
../../../../outputs/TRAI_ICU/data/images/3002.png,889,496,1089,696,carina
../../../../outputs/TRAI_ICU/data/images/3002.png,895,290,1095,490,probe
../../../../outputs/TRAI_ICU/data/images/3314.png,719,589,919,789,carina
../../../../outputs/TRAI_ICU/data/images/3314.png,677,375,877,575,probe
../../../../outputs/TRAI_ICU/data/images/151.png,763,571,963,771,carina
../../../../outputs/TRAI_ICU/data/images/151.png,846,239,1046,439,probe
../../../../outputs/TRAI_ICU/data/images/2006.png,709,603,909,803,carina
../../../../outputs/TRAI_ICU/data/images/2006.png,719,221,919,421,probe
../../../../outputs/TRAI_ICU/data/images/2087.png,685,539,885,739,carina
../../../../outputs/TRAI_ICU/data/images/2087.png,657,441,857,641,probe
